alter ego quoteProb
51 60 0.20000000
51 80 0.16666667
51 99 0.11111111
52 35 0.16666667
52 107 0.20000000
52 108 0.33333333
53 14 0.33333333
53 21 0.25000000
53 22 0.25000000
53 30 0.16666667
53 43 0.16666667
53 94 0.16666667
53 61 0.25000000
54 31 0.50000000
54 40 0.20000000
54 91 0.33333333
55 71 1.00000000
55 81 0.33333333
55 90 1.00000000
56 13 0.50000000
56 41 0.25000000
56 60 0.20000000
56 98 0.16666667
56 73 1.00000000
57 0 0.33333333
57 10 0.50000000
57 46 0.16666667
57 47 0.16666667
57 110 0.20000000
57 70 0.33333333
57 108 0.33333333
58 63 0.50000000
58 68 0.20000000
59 4 0.20000000
59 83 0.25000000
59 101 0.16666667
59 67 1.00000000
60 9 0.33333333
60 51 0.25000000
60 56 0.20000000
60 78 0.25000000
60 80 0.16666667
61 26 0.33333333
61 2 0.20000000
61 36 0.20000000
61 53 0.14285714
62 7 0.20000000
63 58 0.50000000
63 68 0.20000000
64 68 0.20000000
64 86 0.33333333
64 109 0.50000000
64 101 0.16666667
64 102 0.25000000
65 24 0.50000000
66 4 0.20000000
66 42 0.25000000
66 98 0.16666667
67 59 0.25000000
68 32 0.50000000
68 58 0.50000000
68 63 0.50000000
68 64 0.20000000
68 101 0.16666667
69 92 0.16666667
70 33 0.25000000
70 57 0.14285714
70 107 0.20000000
71 55 0.33333333
73 56 0.20000000
75 25 0.50000000
75 89 0.25000000
77 18 0.33333333
77 47 0.16666667
77 49 0.20000000
77 110 0.20000000
77 95 0.25000000
78 9 0.33333333
78 60 0.20000000
78 49 0.20000000
78 80 0.16666667
79 6 0.33333333
80 45 0.25000000
80 51 0.25000000
80 39 0.33333333
80 60 0.20000000
80 78 0.25000000
80 99 0.11111111
81 55 0.33333333
81 45 0.25000000
81 46 0.16666667
82 7 0.20000000
82 17 0.50000000
83 59 0.25000000
83 95 0.25000000
83 101 0.16666667
83 103 0.25000000
85 22 0.25000000
85 50 0.16666667
85 92 0.16666667
86 64 0.20000000
86 109 0.50000000
86 101 0.16666667
87 27 0.25000000
88 95 0.25000000
89 1 0.50000000
89 16 0.25000000
89 21 0.25000000
89 75 0.50000000
90 55 0.33333333
91 46 0.16666667
91 54 0.33333333
91 92 0.16666667
92 33 0.25000000
92 85 0.33333333
92 91 0.33333333
92 35 0.16666667
92 46 0.16666667
92 69 1.00000000
93 3 0.33333333
93 5 1.00000000
93 28 0.16666667
93 40 0.20000000
93 35 0.16666667
93 107 0.20000000
93 98 0.16666667
94 19 0.25000000
94 23 1.00000000
94 27 0.25000000
94 53 0.14285714
94 43 0.16666667
94 99 0.11111111
95 35 0.16666667
95 83 0.25000000
95 77 0.20000000
95 88 1.00000000
96 42 0.25000000
96 47 0.16666667
96 49 0.20000000
97 7 0.20000000
97 8 0.33333333
97 15 0.33333333
97 29 0.25000000
97 99 0.11111111
98 4 0.20000000
98 42 0.25000000
98 56 0.20000000
98 66 0.33333333
98 28 0.16666667
98 93 0.14285714
99 1 0.50000000
99 16 0.25000000
99 29 0.25000000
99 35 0.16666667
99 39 0.33333333
99 51 0.25000000
99 94 0.16666667
99 97 0.20000000
99 80 0.16666667
100 46 0.16666667
100 44 0.50000000
101 41 0.25000000
101 59 0.25000000
101 83 0.25000000
101 64 0.20000000
101 68 0.20000000
101 86 0.33333333
102 24 0.50000000
102 29 0.25000000
102 33 0.25000000
102 64 0.20000000
103 12 1.00000000
103 83 0.25000000
103 110 0.20000000
103 114 0.50000000
104 17 0.50000000
105 3 0.33333333
105 6 0.33333333
105 11 0.33333333
105 33 0.25000000
105 37 0.50000000
107 46 0.16666667
107 52 0.33333333
107 70 0.33333333
107 93 0.14285714
107 111 0.50000000
108 31 0.50000000
108 52 0.33333333
108 57 0.14285714
109 64 0.20000000
109 86 0.33333333
110 47 0.16666667
110 49 0.20000000
110 57 0.14285714
110 77 0.20000000
110 103 0.25000000
111 0 0.33333333
111 107 0.20000000
112 13 0.50000000
113 14 0.33333333
113 20 0.50000000
113 50 0.16666667
114 26 0.33333333
114 103 0.25000000
