alter ego quoteProb
29 27 0.16666667
29 28 0.16666667
29 30 0.16666667
30 10 0.02777778
30 22 0.12500000
30 26 0.16666667
30 27 0.16666667
30 28 0.16666667
30 29 0.16666667
31 10 0.02777778
31 19 0.09090909
31 20 0.05882353
32 10 0.02777778
32 21 0.25000000
33 10 0.02777778
33 18 0.06250000
33 20 0.05882353
33 64 0.50000000
33 36 0.05263158
33 61 0.09090909
33 37 0.06666667
33 65 0.09090909
33 66 0.11111111
33 67 0.09090909
33 62 0.07692308
33 68 0.08333333
33 38 0.07692308
33 69 0.08333333
33 70 0.10000000
33 39 0.10000000
33 40 0.10000000
33 42 0.11111111
33 71 0.50000000
33 72 0.50000000
33 57 0.14285714
33 73 0.14285714
34 10 0.02777778
34 19 0.09090909
34 54 0.50000000
34 35 0.14285714
34 58 0.25000000
34 36 0.05263158
34 74 0.50000000
35 10 0.02777778
35 19 0.09090909
35 34 0.14285714
35 60 0.50000000
35 75 1.00000000
35 58 0.25000000
35 36 0.05263158
36 10 0.02777778
36 18 0.06250000
36 19 0.09090909
36 33 0.04545455
36 34 0.14285714
36 35 0.14285714
36 44 0.11111111
36 55 0.33333333
36 52 0.09090909
36 58 0.25000000
36 74 0.50000000
36 61 0.09090909
36 37 0.06666667
36 65 0.09090909
36 67 0.09090909
36 62 0.07692308
36 68 0.08333333
36 38 0.07692308
36 69 0.08333333
37 10 0.02777778
37 20 0.05882353
37 33 0.04545455
37 36 0.05263158
37 61 0.09090909
37 65 0.09090909
37 66 0.11111111
37 67 0.09090909
37 62 0.07692308
37 68 0.08333333
37 38 0.07692308
37 69 0.08333333
37 70 0.10000000
37 41 0.10000000
37 73 0.14285714
38 10 0.02777778
38 33 0.04545455
38 36 0.05263158
38 37 0.06666667
38 61 0.09090909
38 65 0.09090909
38 66 0.11111111
38 67 0.09090909
38 62 0.07692308
38 68 0.08333333
38 69 0.08333333
38 70 0.10000000
38 73 0.14285714
39 10 0.02777778
39 17 0.09090909
39 18 0.06250000
39 20 0.05882353
39 33 0.04545455
39 52 0.09090909
39 40 0.10000000
39 41 0.10000000
39 42 0.11111111
39 57 0.14285714
40 10 0.02777778
40 17 0.09090909
40 18 0.06250000
40 20 0.05882353
40 33 0.04545455
40 39 0.10000000
40 52 0.09090909
40 41 0.10000000
40 42 0.11111111
40 57 0.14285714
41 10 0.02777778
41 17 0.09090909
41 18 0.06250000
41 20 0.05882353
41 37 0.06666667
41 39 0.10000000
41 40 0.10000000
41 52 0.09090909
41 42 0.11111111
41 57 0.14285714
42 10 0.02777778
42 18 0.06250000
42 20 0.05882353
42 33 0.04545455
42 39 0.10000000
42 40 0.10000000
42 41 0.10000000
42 52 0.09090909
42 57 0.14285714
43 10 0.02777778
43 19 0.09090909
43 20 0.05882353
44 16 0.06666667
44 19 0.09090909
44 36 0.05263158
44 45 0.14285714
44 46 0.14285714
44 47 0.14285714
44 48 0.14285714
44 49 0.14285714
44 50 0.14285714
45 16 0.06666667
45 44 0.11111111
45 46 0.14285714
45 47 0.14285714
45 48 0.14285714
45 49 0.14285714
45 50 0.14285714
46 16 0.06666667
46 44 0.11111111
46 45 0.14285714
46 47 0.14285714
46 48 0.14285714
46 49 0.14285714
46 50 0.14285714
47 16 0.06666667
47 44 0.11111111
47 45 0.14285714
47 46 0.14285714
47 48 0.14285714
47 49 0.14285714
47 50 0.14285714
48 16 0.06666667
48 44 0.11111111
48 45 0.14285714
48 46 0.14285714
48 47 0.14285714
48 49 0.14285714
48 50 0.14285714
49 16 0.06666667
49 44 0.11111111
49 45 0.14285714
49 46 0.14285714
49 47 0.14285714
49 48 0.14285714
49 50 0.14285714
50 16 0.06666667
50 44 0.11111111
50 45 0.14285714
50 46 0.14285714
50 47 0.14285714
50 48 0.14285714
50 49 0.14285714
51 16 0.06666667
51 23 0.25000000
52 17 0.09090909
52 18 0.06250000
52 36 0.05263158
52 39 0.10000000
52 40 0.10000000
52 41 0.10000000
52 42 0.11111111
52 53 0.33333333
52 61 0.09090909
52 62 0.07692308
52 57 0.14285714
53 17 0.09090909
53 18 0.06250000
53 52 0.09090909
54 17 0.09090909
54 34 0.14285714
55 18 0.06250000
55 36 0.05263158
55 60 0.50000000
56 18 0.06250000
57 18 0.06250000
57 33 0.04545455
57 39 0.10000000
57 40 0.10000000
57 41 0.10000000
57 42 0.11111111
57 52 0.09090909
58 19 0.09090909
58 34 0.14285714
58 35 0.14285714
58 36 0.05263158
59 21 0.25000000
64 33 0.04545455
64 63 1.00000000
61 33 0.04545455
61 36 0.05263158
61 37 0.06666667
61 38 0.07692308
61 52 0.09090909
61 65 0.09090909
61 67 0.09090909
61 62 0.07692308
61 68 0.08333333
61 69 0.08333333
61 76 1.00000000
65 33 0.04545455
65 36 0.05263158
65 37 0.06666667
65 38 0.07692308
65 61 0.09090909
65 62 0.07692308
65 66 0.11111111
65 67 0.09090909
65 68 0.08333333
65 69 0.08333333
65 70 0.10000000
66 33 0.04545455
66 37 0.06666667
66 38 0.07692308
66 62 0.07692308
66 65 0.09090909
66 67 0.09090909
66 68 0.08333333
66 69 0.08333333
66 70 0.10000000
67 33 0.04545455
67 36 0.05263158
67 37 0.06666667
67 38 0.07692308
67 61 0.09090909
67 62 0.07692308
67 65 0.09090909
67 66 0.11111111
67 68 0.08333333
67 69 0.08333333
67 70 0.10000000
62 33 0.04545455
62 36 0.05263158
62 37 0.06666667
62 38 0.07692308
62 52 0.09090909
62 61 0.09090909
62 65 0.09090909
62 66 0.11111111
62 67 0.09090909
62 68 0.08333333
62 69 0.08333333
62 70 0.10000000
62 73 0.14285714
68 33 0.04545455
68 36 0.05263158
68 37 0.06666667
68 38 0.07692308
68 61 0.09090909
68 62 0.07692308
68 65 0.09090909
68 66 0.11111111
68 67 0.09090909
68 69 0.08333333
68 70 0.10000000
68 73 0.14285714
69 33 0.04545455
69 36 0.05263158
69 37 0.06666667
69 38 0.07692308
69 61 0.09090909
69 62 0.07692308
69 65 0.09090909
69 66 0.11111111
69 67 0.09090909
69 68 0.08333333
69 70 0.10000000
69 73 0.14285714
70 33 0.04545455
70 37 0.06666667
70 38 0.07692308
70 62 0.07692308
70 65 0.09090909
70 66 0.11111111
70 67 0.09090909
70 68 0.08333333
70 69 0.08333333
70 73 0.14285714
71 33 0.04545455
71 72 0.50000000
72 33 0.04545455
72 71 0.50000000
73 33 0.04545455
73 37 0.06666667
73 38 0.07692308
73 62 0.07692308
73 68 0.08333333
73 69 0.08333333
73 70 0.10000000
74 34 0.14285714
74 36 0.05263158
60 35 0.14285714
60 55 0.33333333
75 35 0.14285714
76 61 0.09090909
63 64 0.50000000
