alter ego quoteProb
45 39 0.12500000
46 9 0.16666667
46 16 0.14285714
46 19 0.14285714
46 22 0.16666667
46 24 0.33333333
46 25 0.16666667
46 30 0.11111111
46 38 0.09090909
46 51 0.14285714
46 52 0.10000000
46 60 0.20000000
47 44 0.14285714
47 50 0.50000000
48 1 0.16666667
48 11 0.20000000
48 21 0.11111111
48 29 0.20000000
48 31 0.20000000
48 43 0.16666667
50 35 0.20000000
50 47 0.50000000
51 15 0.08333333
51 17 0.16666667
51 21 0.11111111
51 34 0.10000000
51 43 0.16666667
51 46 0.09090909
51 52 0.10000000
52 5 1.00000000
52 12 1.00000000
52 19 0.14285714
52 22 0.16666667
52 24 0.33333333
52 25 0.16666667
52 30 0.11111111
52 46 0.09090909
52 51 0.14285714
52 56 0.50000000
5 52 0.10000000
12 52 0.10000000
53 15 0.08333333
53 30 0.11111111
53 39 0.12500000
53 41 0.12500000
54 44 0.14285714
54 62 0.33333333
55 2 0.12500000
55 7 0.16666667
55 8 0.20000000
55 14 0.12500000
55 20 0.25000000
55 42 0.20000000
55 58 0.11111111
56 16 0.14285714
56 52 0.10000000
57 6 0.25000000
57 7 0.16666667
58 6 0.25000000
58 7 0.16666667
58 10 0.14285714
58 14 0.12500000
58 18 0.11111111
58 40 0.50000000
58 42 0.20000000
58 49 1.00000000
58 55 0.14285714
49 58 0.11111111
59 39 0.12500000
60 4 0.33333333
60 9 0.16666667
60 16 0.14285714
60 37 0.14285714
60 46 0.09090909
61 33 0.33333333
62 3 0.25000000
62 38 0.09090909
62 54 0.50000000
